# MEAN_SAMPLE_SIZE = 54886
# TOTAL_GENES = 12577
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE                               TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Fetal_Stomache.Mast_cell              COVAR   12577      -0.2595    -0.027251      0.16347      0.94378 Fetal_Stomache.Mast_cell
Fetal_Stomache.Muscle_cell            COVAR   12577     -0.19167    -0.017377       0.1659      0.87602 Fetal_Stomache.Muscle_cell
Fetal_Stomache.Neuron                 COVAR   12577     -0.20201    -0.019296      0.14271      0.92153 Fetal_Stomache.Neuron
Fetal_Stomache.Neutrophil             COVAR   12577    -0.011491   -0.0012886       0.1188      0.53853 Fetal_Stomache.Neutrophil
Fetal_Stomache.Progenitor_ce...       COVAR   12577    -0.038275    -0.003334       0.1858       0.5816 Fetal_Stomache.Progenitor_cell
Fetal_Stomache.Stomach_cell_...       COVAR   12577     -0.17675    -0.015607      0.17424       0.8448 Fetal_Stomache.Stomach_cell_Kazald1_high
Fetal_Stomache.Stromal_cell_...1      COVAR   12577      -0.2979    -0.025648      0.18951        0.942 Fetal_Stomache.Stromal_cell_Cdkn1c_high
Fetal_Stomache.Stromal_cell_...2      COVAR   12577     -0.25066    -0.022935      0.17706      0.92155 Fetal_Stomache.Stromal_cell_Dcn_high
Placenta.B_cell                       COVAR   12577     0.011862    0.0018661      0.05064       0.4074 Placenta.B_cell
Placenta.Basophil                     COVAR   12577    -0.096532   -0.0098846      0.11361      0.80225 Placenta.Basophil
Placenta.Decidual_stromal_ce...       COVAR   12577    -0.077384    -0.011608     0.083484      0.82301 Placenta.Decidual_stromal_cell
Placenta.Dendritic_cell               COVAR   12577    -0.015249   -0.0014244      0.15115      0.54018 Placenta.Dendritic_cell
Placenta.Endodermal_cell_Afp...       COVAR   12577     0.029717    0.0047875      0.07907      0.35352 Placenta.Endodermal_cell_Afp_high
Placenta.Endothelial_cell_Ma...       COVAR   12577     -0.21829    -0.024092      0.13699      0.94445 Placenta.Endothelial_cell_Maged2_high
Placenta.Erythroblast_Hbb.y_...       COVAR   12577    -0.038889   -0.0051013     0.083923      0.67845 Placenta.Erythroblast_Hbb.y_high
Placenta.Granulocyte_monocyt...       COVAR   12577      0.06574    0.0092452       0.1047      0.26505 Placenta.Granulocyte_monocyte_progenitors
Placenta.Granulocyte_Neat1_h...       COVAR   12577     0.010057    0.0017148      0.04741      0.41601 Placenta.Granulocyte_Neat1_high
Placenta.Granulocyte_S100a9_...       COVAR   12577     -0.19782    -0.023904     0.077362      0.99472 Placenta.Granulocyte_S100a9_high
Placenta.HSPC_Lmo2_high               COVAR   12577     0.012483     0.001897      0.10004      0.45035 Placenta.HSPC_Lmo2_high
Placenta.Invasive_spongiotro...       COVAR   12577    -0.060997   -0.0070516      0.11497      0.70213 Placenta.Invasive_spongiotrophoblast
Placenta.Labyrinthine_tropho...       COVAR   12577     0.075025     0.012432     0.074845      0.15809 Placenta.Labyrinthine_trophoblast
Placenta.Macrophage_Apoe_high         COVAR   12577       0.0924     0.010486      0.12885      0.23665 Placenta.Macrophage_Apoe_high
Placenta.Macrophage_Spp1_high         COVAR   12577    -0.041288   -0.0057262      0.10979      0.64657 Placenta.Macrophage_Spp1_high
Placenta.Megakaryocyte_proge...       COVAR   12577     -0.07824    -0.010279      0.07182        0.862 Placenta.Megakaryocyte_progenitor_cell
Placenta.Monocyte                     COVAR   12577    -0.094186    -0.009038       0.1388      0.75129 Placenta.Monocyte
Placenta.NK_cell                      COVAR   12577     0.099587        0.016     0.083221      0.11573 Placenta.NK_cell
Placenta.NKT_cell                     COVAR   12577    -0.061913   -0.0082427      0.10176      0.72854 Placenta.NKT_cell
Placenta.PE_lineage_cell_Gkn...       COVAR   12577    -0.040947   -0.0046543      0.11123      0.64361 Placenta.PE_lineage_cell_Gkn2_high
Placenta.PE_lineage_cell_S10...       COVAR   12577      0.13201      0.01309      0.14849      0.18701 Placenta.PE_lineage_cell_S100g_high
Placenta.Progenitor_trophobl...       COVAR   12577    -0.026131   -0.0038874      0.10432      0.59889 Placenta.Progenitor_trophoblast_Gjb3_high
Placenta.Spiral_artery_troph...       COVAR   12577    -0.021569   -0.0030344      0.11023      0.57756 Placenta.Spiral_artery_trophoblast_giant_cells
Placenta.Spongiotrophoblast_...1      COVAR   12577    -0.073556    -0.012975     0.073582      0.84125 Placenta.Spongiotrophoblast_Hsd11b2_high
Placenta.Spongiotrophoblast_...2      COVAR   12577  -0.00022036  -3.1493e-05      0.10066      0.50087 Placenta.Spongiotrophoblast_Phlda2_high
Placenta.Stromal_cell                 COVAR   12577     -0.28382    -0.030231      0.15086      0.97002 Placenta.Stromal_cell
Placenta.Stromal_cell_Acta2_...       COVAR   12577     -0.24106    -0.028479      0.12116      0.97667 Placenta.Stromal_cell_Acta2_high
Placenta.Trophoblast_progeni...       COVAR   12577     -0.12892     -0.01255      0.11588      0.86704 Placenta.Trophoblast_progenitor_Taf7l_high
Neonatal_Calvaria.Dividng_ce...       COVAR   12577      0.20796      0.02384     0.095868     0.015045 Neonatal_Calvaria.Dividng_cell
Neonatal_Calvaria.Endothelia...       COVAR   12577      0.10251     0.011214      0.10123      0.15561 Neonatal_Calvaria.Endothelial_cell
Neonatal_Calvaria.Erythrobla...       COVAR   12577     0.044447    0.0074848     0.054905      0.20912 Neonatal_Calvaria.Erythroblast
Neonatal_Calvaria.Granulocyt...       COVAR   12577    -0.033849   -0.0040945      0.10439      0.62713 Neonatal_Calvaria.Granulocyte_monocyte_progenitor_cell
Neonatal_Calvaria.Mast_cell           COVAR   12577      0.16904     0.018053      0.11959     0.078764 Neonatal_Calvaria.Mast_cell
Neonatal_Calvaria.Muscle_cel...1      COVAR   12577      0.17084     0.018574      0.10145       0.0461 Neonatal_Calvaria.Muscle_cell_Actc1_high
Neonatal_Calvaria.Muscle_cel...2      COVAR   12577      0.21887     0.024012      0.09624     0.011486 Neonatal_Calvaria.Muscle_cell_Junb_high
Neonatal_Calvaria.Muscle_cel...3      COVAR   12577     0.057437    0.0054538      0.10813      0.29765 Neonatal_Calvaria.Muscle_cell_Myl9_high
Neonatal_Calvaria.Neuron              COVAR   12577      0.15953     0.014346      0.16128      0.16131 Neonatal_Calvaria.Neuron
Neonatal_Calvaria.Neutrophil          COVAR   12577      0.15921     0.017467      0.10215     0.059555 Neonatal_Calvaria.Neutrophil
Neonatal_Calvaria.Osteoblast          COVAR   12577      0.19298     0.020094      0.10875     0.038007 Neonatal_Calvaria.Osteoblast
Neonatal_Calvaria.Preosteobl...       COVAR   12577      0.19671     0.021306      0.10172     0.026578 Neonatal_Calvaria.Preosteoblast.Osteoblast.Bone_cell.Cartilage_cell
Neonatal_Calvaria.Stromal_ce...1      COVAR   12577    -0.021487    -0.002229      0.11673      0.57302 Neonatal_Calvaria.Stromal_cell_Col1a1_high
Neonatal_Calvaria.Stromal_ce...2      COVAR   12577     0.095527    0.0093998      0.10091      0.17191 Neonatal_Calvaria.Stromal_cell_Col3a1_high
Neonatal_Heart.Atrial_cardio...1      COVAR   12577    -0.015696   -0.0018287      0.10821      0.55766 Neonatal_Heart.Atrial_cardiomyocyte
Neonatal_Heart.Atrial_cardio...2      COVAR   12577     -0.28722    -0.024456      0.15704      0.96628 Neonatal_Heart.Atrial_cardiomyocyte_Acta2_high
Neonatal_Heart.Cardiac_muscl...       COVAR   12577     0.015584     0.001716     0.095624      0.43527 Neonatal_Heart.Cardiac_muscle_cell
Neonatal_Heart.Dendritic_cell         COVAR   12577     0.085661    0.0086002      0.14013      0.27051 Neonatal_Heart.Dendritic_cell
Neonatal_Heart.Dividing_cell          COVAR   12577     -0.12452    -0.012503      0.14038      0.81247 Neonatal_Heart.Dividing_cell
Neonatal_Heart.Endothelial_c...1      COVAR   12577     -0.13357    -0.019176     0.074274      0.96392 Neonatal_Heart.Endothelial_cell_Eln_high
Neonatal_Heart.Endothelial_c...2      COVAR   12577     -0.22413    -0.025295       0.1079       0.9811 Neonatal_Heart.Endothelial_cell_Enpp2_high
Neonatal_Heart.Endothelial_c...3      COVAR   12577       0.1014    0.0092859      0.15688      0.25904 Neonatal_Heart.Endothelial_cell_Igfbp5_high
Neonatal_Heart.Epithelial_ce...       COVAR   12577    0.0040326   0.00046287     0.097447       0.4835 Neonatal_Heart.Epithelial_cell
Neonatal_Heart.Left_ventricl...       COVAR   12577    -0.028021   -0.0030352      0.11977      0.59249 Neonatal_Heart.Left_ventricle_cardiomyocyte_Myl2_high
Neonatal_Heart.Macrophage             COVAR   12577      0.11516     0.011157      0.15028      0.22175 Neonatal_Heart.Macrophage
Neonatal_Heart.Neutrophil_Ng...       COVAR   12577      0.15013     0.016864     0.099838     0.066334 Neonatal_Heart.Neutrophil_Ngp_high
Neonatal_Heart.Neutrophil_Re...       COVAR   12577    -0.035602   -0.0042611     0.086571      0.65955 Neonatal_Heart.Neutrophil_Retnlg_high
Neonatal_Heart.Smooth_muscle...       COVAR   12577    -0.075946   -0.0072271      0.13756      0.70955 Neonatal_Heart.Smooth_muscle_cell
Neonatal_Heart.Stromal_cell_...1      COVAR   12577    -0.014994   -0.0012444      0.17694      0.53377 Neonatal_Heart.Stromal_cell_Col3a1_high
Neonatal_Heart.Stromal_cell_...2      COVAR   12577    -0.071018   -0.0064995      0.15543      0.67613 Neonatal_Heart.Stromal_cell_Fmod_high
Neonatal_Heart.Vascular_endo...       COVAR   12577     -0.15593    -0.015808       0.1266      0.89095 Neonatal_Heart.Vascular_endothelial_cell
Neonatal_Heart.Ventricle_car...       COVAR   12577     -0.10304   -0.0093078       0.1369      0.77416 Neonatal_Heart.Ventricle_cardiomyocyte_Kcnj8_high
Neonatal_Muscle.Adipocyte             COVAR   12577    -0.046296   -0.0063538     0.096252      0.68473 Neonatal_Muscle.Adipocyte
Neonatal_Muscle.B_cell                COVAR   12577     -0.28018    -0.035703      0.11642      0.99194 Neonatal_Muscle.B_cell
Neonatal_Muscle.Brown_adipos...       COVAR   12577     -0.11284    -0.018724     0.073595      0.93737 Neonatal_Muscle.Brown_adipose_tissue
Neonatal_Muscle.Chondrocyte           COVAR   12577      0.25043     0.026846      0.11431     0.014244 Neonatal_Muscle.Chondrocyte
Neonatal_Muscle.Dendritic_ce...       COVAR   12577    -0.023235   -0.0028248     0.098069      0.59364 Neonatal_Muscle.Dendritic_cell
Neonatal_Muscle.Endothelial_...       COVAR   12577     -0.15939    -0.017693      0.12054      0.90695 Neonatal_Muscle.Endothelial_cell
Neonatal_Muscle.Epithelial_c...       COVAR   12577     -0.11427    -0.011923       0.1279      0.81418 Neonatal_Muscle.Epithelial_cell
Neonatal_Muscle.Erythroblast...1      COVAR   12577     0.033045    0.0054649     0.085384      0.34938 Neonatal_Muscle.Erythroblast_Car2_high
Neonatal_Muscle.Erythroblast...2      COVAR   12577     0.037452    0.0046059     0.083752      0.32738 Neonatal_Muscle.Erythroblast_Hbb.bs_high
Neonatal_Muscle.Glial_cell            COVAR   12577    -0.010405   -0.0010857      0.12508      0.53315 Neonatal_Muscle.Glial_cell
Neonatal_Muscle.Macrophage_L...       COVAR   12577      0.12268     0.012341      0.15219       0.2101 Neonatal_Muscle.Macrophage_Lyz2_high
Neonatal_Muscle.Macrophage_P...       COVAR   12577     0.091896    0.0098279      0.13497      0.24799 Neonatal_Muscle.Macrophage_Pf4_high
Neonatal_Muscle.Mast_cell             COVAR   12577   -0.0084586  -0.00092692      0.11246      0.52998 Neonatal_Muscle.Mast_cell
Neonatal_Muscle.Mesenchymal_...       COVAR   12577     0.098484    0.0089568       0.1738      0.28548 Neonatal_Muscle.Mesenchymal_cell
Neonatal_Muscle.Muscle_cell_...1      COVAR   12577     -0.01611    -0.001679      0.12974      0.54941 Neonatal_Muscle.Muscle_cell_Actc1_high
Neonatal_Muscle.Muscle_cell_...2      COVAR   12577     -0.24171    -0.024696       0.1399      0.95797 Neonatal_Muscle.Muscle_cell_Myl9_high
Neonatal_Muscle.Neuron                COVAR   12577      0.02883    0.0029437      0.13676      0.41652 Neonatal_Muscle.Neuron
Neonatal_Muscle.Neutrophil_E...       COVAR   12577    -0.076372     -0.01203      0.10075      0.77578 Neonatal_Muscle.Neutrophil_Elane_high
Neonatal_Muscle.Neutrophil_H...       COVAR   12577      0.06878    0.0083837       0.0826      0.20252 Neonatal_Muscle.Neutrophil_Hmox1_high
Neonatal_Muscle.Neutrophil_S...       COVAR   12577      0.06246     0.005621       0.1506      0.33917 Neonatal_Muscle.Neutrophil_Stfa3_high
Neonatal_Muscle.Skeletal_mus...1      COVAR   12577     0.019759    0.0021135      0.11975      0.43447 Neonatal_Muscle.Skeletal_muscle_cell_Myl1_high
Neonatal_Muscle.Skeletal_mus...2      COVAR   12577     0.038392    0.0060019     0.066061      0.28057 Neonatal_Muscle.Skeletal_muscle_cell_Tnnc2_high
Neonatal_Muscle.Smooth_muscl...       COVAR   12577     -0.10863     -0.01229      0.11526      0.82703 Neonatal_Muscle.Smooth_muscle_cell_Mylk_high
Neonatal_Muscle.Stromal_cell...1      COVAR   12577    -0.083944   -0.0079313      0.15127      0.71052 Neonatal_Muscle.Stromal_cell_Ndn_high
Neonatal_Muscle.Stromal_cell...2      COVAR   12577    -0.053772    -0.007838     0.068574      0.78351 Neonatal_Muscle.Stromal_cell_Spp1_high
Neonatal_Muscle.T_cell                COVAR   12577    -0.090277    -0.012575     0.093185      0.83367 Neonatal_Muscle.T_cell
Neonatal_Muscle.Tendon_stem....       COVAR   12577     0.020151    0.0022008       0.1182      0.43232 Neonatal_Muscle.Tendon_stem.progenitor_cell
Neonatal_Rib.B_cell                   COVAR   12577     -0.14204      -0.0156      0.14082      0.84342 Neonatal_Rib.B_cell
Neonatal_Rib.Cartilage_cell_...1      COVAR   12577      0.18376      0.02241     0.094468     0.025886 Neonatal_Rib.Cartilage_cell_Clu_high
Neonatal_Rib.Cartilage_cell_...2      COVAR   12577      0.15184     0.016997      0.10401     0.072177 Neonatal_Rib.Cartilage_cell_Col2a1_high
Neonatal_Rib.Cartilage_cell_...3      COVAR   12577      0.13451     0.018938     0.081089     0.048598 Neonatal_Rib.Cartilage_cell_Cxcl14_high
Neonatal_Rib.Cartilage_cell_...4      COVAR   12577      0.10496      0.01484     0.085246      0.10912 Neonatal_Rib.Cartilage_cell_Ppa1_high
Neonatal_Rib.Cartilage_cell_...5      COVAR   12577       0.1293      0.01838     0.082814     0.059233 Neonatal_Rib.Cartilage_cell_Prg4_high
Neonatal_Rib.Dividing_cell            COVAR   12577     0.096905     0.012936     0.081829      0.11817 Neonatal_Rib.Dividing_cell
Neonatal_Rib.Endothelial_cell         COVAR   12577     -0.11539    -0.015241     0.087274      0.90692 Neonatal_Rib.Endothelial_cell
Neonatal_Rib.Erythroblast_Hb...       COVAR   12577    0.0093399    0.0013377       0.1103      0.46626 Neonatal_Rib.Erythroblast_Hba.a1_high
Neonatal_Rib.Erythroblast_Tt...       COVAR   12577     0.052022    0.0048592      0.13637      0.35143 Neonatal_Rib.Erythroblast_Ttr_high
Neonatal_Rib.Granulocyte              COVAR   12577     0.026388     0.003136      0.14105       0.4258 Neonatal_Rib.Granulocyte
Neonatal_Rib.Macrophage_C1qc...       COVAR   12577      0.10156     0.013733      0.10177      0.15918 Neonatal_Rib.Macrophage_C1qc_high
Neonatal_Rib.Macrophage_Ctss...       COVAR   12577     0.012478    0.0015333      0.11311      0.45608 Neonatal_Rib.Macrophage_Ctss_high
Neonatal_Rib.Muscle_cell              COVAR   12577      0.10102     0.011155      0.12204      0.20391 Neonatal_Rib.Muscle_cell
Neonatal_Rib.Muscle_cell_Act...1      COVAR   12577    -0.019879   -0.0024317     0.089055      0.58832 Neonatal_Rib.Muscle_cell_Acta2_high
Neonatal_Rib.Muscle_cell_Act...2      COVAR   12577     0.040822    0.0056133     0.074887      0.29284 Neonatal_Rib.Muscle_cell_Actc1_high
Neonatal_Rib.Neuron_Mpz_high          COVAR   12577    -0.041615   -0.0040861      0.11005      0.64733 Neonatal_Rib.Neuron_Mpz_high
Neonatal_Rib.Neuron_Stmn2_hi...       COVAR   12577    -0.035093   -0.0048731     0.086791      0.65701 Neonatal_Rib.Neuron_Stmn2_high
Neonatal_Rib.Neutrophil               COVAR   12577    -0.058485   -0.0061794      0.10875      0.70463 Neonatal_Rib.Neutrophil
Neonatal_Rib.Neutrophil_Elan...       COVAR   12577     0.012296    0.0019373     0.098658      0.45041 Neonatal_Rib.Neutrophil_Elane_high
Neonatal_Rib.Oligodendrocyte          COVAR   12577    -0.025852   -0.0038389     0.070164      0.64373 Neonatal_Rib.Oligodendrocyte
Neonatal_Rib.Osteoblast               COVAR   12577    -0.084387    -0.012453     0.083881      0.84279 Neonatal_Rib.Osteoblast
Neonatal_Rib.Osteoclast               COVAR   12577    0.0015566   0.00027696     0.072062      0.49138 Neonatal_Rib.Osteoclast
Neonatal_Rib.Stromal_cell_Ac...       COVAR   12577   -0.0069449  -0.00079075      0.11528      0.52402 Neonatal_Rib.Stromal_cell_Acta1_high
Neonatal_Rib.Stromal_cell_Tn...       COVAR   12577    -0.040516   -0.0042584      0.11579       0.6368 Neonatal_Rib.Stromal_cell_Tnmd_high
Neonatal_Skin.Adipocyte               COVAR   12577     0.039957    0.0050993      0.10269      0.34861 Neonatal_Skin.Adipocyte
Neonatal_Skin.Brown_adipose_...1      COVAR   12577    -0.022979   -0.0041971     0.067125      0.63395 Neonatal_Skin.Brown_adipose_tissue_Cidea_high
Neonatal_Skin.Brown_adipose_...2      COVAR   12577     0.017972    0.0026865     0.085077      0.41635 Neonatal_Skin.Brown_adipose_tissue_Cox8b_high
Neonatal_Skin.Brown_adipose_...3      COVAR   12577    -0.047789   -0.0070953     0.073985      0.74083 Neonatal_Skin.Brown_adipose_tissue_mt.Nd5_high
Neonatal_Skin.Dividing_cell           COVAR   12577    -0.024387   -0.0025157      0.14289      0.56776 Neonatal_Skin.Dividing_cell
Neonatal_Skin.Endothelial_ce...       COVAR   12577    -0.030141   -0.0035198      0.10577      0.61216 Neonatal_Skin.Endothelial_cell
Neonatal_Skin.Epithelial_cell         COVAR   12577    -0.051602   -0.0048774      0.14015      0.64363 Neonatal_Skin.Epithelial_cell
Neonatal_Skin.Erythroblast            COVAR   12577     0.024114    0.0024526      0.12676      0.42456 Neonatal_Skin.Erythroblast
Neonatal_Skin.Keratinocyte            COVAR   12577      0.25488     0.028836       0.1283     0.023495 Neonatal_Skin.Keratinocyte
Neonatal_Skin.Lymphatic_vess...       COVAR   12577    -0.047729    -0.007413     0.077932      0.72987 Neonatal_Skin.Lymphatic_vessel_endothelial_cell
Neonatal_Skin.Macrophage_Cd7...       COVAR   12577    -0.086426     -0.01394      0.06557      0.90625 Neonatal_Skin.Macrophage_Cd74_high
Neonatal_Skin.Macrophage_Lyz...       COVAR   12577    -0.050174   -0.0060062     0.088994      0.71355 Neonatal_Skin.Macrophage_Lyz2_high
Neonatal_Skin.Macrophage_Pf4...       COVAR   12577     0.049243     0.006179      0.10268      0.31576 Neonatal_Skin.Macrophage_Pf4_high
Neonatal_Skin.Mast_cell               COVAR   12577    -0.012015   -0.0013784      0.10626      0.54501 Neonatal_Skin.Mast_cell
Neonatal_Skin.Melanocyte              COVAR   12577     -0.18528    -0.020179      0.10959      0.95453 Neonatal_Skin.Melanocyte
Neonatal_Skin.Muscle_cell_Ac...       COVAR   12577     0.074006    0.0072592      0.12012      0.26892 Neonatal_Skin.Muscle_cell_Actc1_high
Neonatal_Skin.Muscle_cell_Lr...       COVAR   12577      0.12771     0.012795      0.13839      0.17805 Neonatal_Skin.Muscle_cell_Lrrc15_high
Neonatal_Skin.Neuron                  COVAR   12577     -0.20082    -0.019984      0.12455      0.94655 Neonatal_Skin.Neuron
Neonatal_Skin.Neutrophil              COVAR   12577    -0.014929    -0.001955     0.070032       0.5844 Neonatal_Skin.Neutrophil
Neonatal_Skin.Osteoblast_Dlk...       COVAR   12577    -0.010057  -0.00093212      0.14961       0.5268 Neonatal_Skin.Osteoblast_Dlk1_high
Neonatal_Skin.Osteoblast_Ppi...       COVAR   12577     -0.16353    -0.014658      0.16684      0.83648 Neonatal_Skin.Osteoblast_Ppic_high
Neonatal_Skin.Smooth_muscle_...       COVAR   12577    -0.095208   -0.0093968      0.12733      0.77267 Neonatal_Skin.Smooth_muscle_cell_Acta2_high
Neonatal_Skin.Stromal_cell_A...       COVAR   12577    0.0033101   0.00035242       0.1124      0.48825 Neonatal_Skin.Stromal_cell_Akr1c18_high
Neonatal_Skin.Stromal_cell_G...       COVAR   12577     -0.10792    -0.010428      0.14726      0.76818 Neonatal_Skin.Stromal_cell_Gas6_high
Embryonic_Stem_Cell.ES_2C_li...       COVAR   12577    -0.036167   -0.0068615     0.052194      0.75581 Embryonic_Stem_Cell.ES_2C_like
Embryonic_Stem_Cell.ES_Actb_...       COVAR   12577   -0.0097046   -0.0011006      0.11648       0.5332 Embryonic_Stem_Cell.ES_Actb_high
Embryonic_Stem_Cell.ES_Nedd4...       COVAR   12577   -0.0013794  -0.00018456     0.095159      0.50578 Embryonic_Stem_Cell.ES_Nedd4_high
Embryonic_Stem_Cell.ES_Rps28...       COVAR   12577  -0.00099892  -0.00012807      0.10487       0.5038 Embryonic_Stem_Cell.ES_Rps28_high
Mesenchymal_Stem_Cell_Cultur...2      COVAR   12577    -0.072617     -0.01048      0.10679      0.75174 Mesenchymal_Stem_Cell_Cultured.Mesenchymal_stem_cell_Cxcl1_high
Mesenchymal_Stem_Cell_Cultur...1      COVAR   12577    -0.013037   -0.0026499     0.068449      0.57552 Mesenchymal_Stem_Cell_Cultured.Mesenchymal_stem_cell_Cxcl10_high
Mesenchymal_Stem_Cell_Cultur...3      COVAR   12577     -0.12423    -0.016509      0.11459      0.86083 Mesenchymal_Stem_Cell_Cultured.Mesenchymal_stem_cell_Tmsb10_high
Trophoblast_Stem_Cell.MEF             COVAR   12577     -0.17499     -0.02719       0.1071      0.94884 Trophoblast_Stem_Cell.MEF
Trophoblast_Stem_Cell.TS_dif...       COVAR   12577     0.036666     0.008643     0.057436      0.26162 Trophoblast_Stem_Cell.TS_dif_epithelial
Trophoblast_Stem_Cell.TS_Mrp...       COVAR   12577     -0.10037     -0.01007      0.15191       0.7456 Trophoblast_Stem_Cell.TS_Mrpl12_high
Trophoblast_Stem_Cell.TS_Rps...       COVAR   12577   -0.0074968   -0.0012415     0.088977      0.53357 Trophoblast_Stem_Cell.TS_Rps28_high
